isin,wkn,ticker,valor,name,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2024,2023,2022,2021,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,asset_class,instrument,region,exchange
IE00BVXBH163,A14SCC,WTDH,28102264,WisdomTree Europe Equity UCITS ETF USD Hedged,2015-05-18,3549,9.723287671232876,Long-only,Ireland,USD,True,False,Distributing,0.58,Full replication,23,True,126,7.82,2.14,7.82,14.96,11.83,16.97,43.63,70.67,12.4,21.3,-4.5,34.06,2.58,2.93,13.24,15.52,19.01,1.28,0.83,0.59,-37.44,-12.68,-12.68,-37.44,Equity,ETF,Europe,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
FR0010315770,LYX0AG,LYYA,2538768,Amundi MSCI World II UCITS ETF Dist,2006-04-26,6858,18.78904109589041,Long-only,France,EUR,False,False,Distributing,0.3,Swap based Unfunded,7865,False,,4.13,1.65,4.13,11.21,13.57,28.15,43.49,91.14,26.66,19.73,-12.7,31.16,1.56,1.94,12.16,14.08,18.15,2.31,0.91,0.76,-53.26,-9.05,-15.1,-33.75,Equity,ETF,World,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00B5MTXJ97,A0RPR9,SC0Y,10407863,Invesco European Insurance Sector UCITS ETF Acc,2009-07-08,5689,15.586301369863014,Long-only,Ireland,EUR,False,False,Accumulating,0.2,Swap based Unfunded,37,False,,5.63,1.93,5.63,9.85,14.14,26.58,43.49,64.41,22.74,13.27,2.59,20.25,,,12.13,16.15,22.58,2.18,0.79,0.46,-46.68,-6.67,-18.4,-46.68,Equity,ETF,Europe,"gettex, XETRA, Stuttgart"
FR0014003IY1,LYX9ZB,WLDC,111540548,Amundi MSCI World II UCITS ETF Acc,2021-06-02,1342,3.6767123287671235,Long-only,France,EUR,False,False,Accumulating,0.3,Swap based Unfunded,236,False,,2.64,-0.25,2.05,6.99,13.39,24.37,43.42,,26.72,19.77,-12.72,,,,12.17,14.1,,2.0,0.91,,-16.74,-9.02,-15.09,,Equity,ETF,World,"Euronext Paris, Borsa Italiana"
IE00BFY0GT14,A2N6CW,SPPW,46170158,SPDR MSCI World UCITS ETF,2019-02-28,2167,5.936986301369863,Long-only,Ireland,USD,False,True,Accumulating,0.12,Optimized sampling,10164,False,1381,4.49,1.2,4.49,11.54,13.69,28.02,43.34,91.29,26.49,19.6,-12.74,32.09,,,12.58,15.25,18.43,2.22,0.84,0.75,-33.88,-8.72,-14.94,-33.88,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00BG0SSC32,A2JHJX,FDNU,42075664,First Trust Dow Jones Internet UCITS ETF Acc,2018-06-18,2422,6.635616438356164,Long-only,Ireland,USD,False,False,Accumulating,0.55,Full replication,59,False,41,9.2,3.6,9.2,26.78,39.16,44.68,43.33,94.71,38.55,46.15,-42.19,15.2,,,20.36,29.4,29.87,2.19,0.43,0.48,-49.31,-13.88,-37.54,-49.31,Equity,ETF,,"London, Euronext Amsterdam"
IE00BX7RS779,A140DW,AUHCHA,29705502,UBS ETF (IE) MSCI Australia UCITS ETF (hedged to CHF) A-acc,2015-11-27,3356,9.194520547945206,Long-only,Ireland,CHF,True,True,Accumulating,0.43,Full replication,32,False,54,2.62,0.38,1.22,1.12,6.62,9.65,43.32,52.93,6.01,17.62,5.55,19.96,,,11.55,12.99,16.81,0.83,0.98,0.53,-33.23,-6.36,-13.45,-33.23,Equity,ETF,,SIX Swiss Exchange
IE00BG13YZ23,A2JDDG,IQQ3,40149690,iShares STOXX USA Equity Multifactor UCITS ETF USD (Dist),2018-02-21,2539,6.956164383561644,Long-only,Ireland,USD,False,True,Distributing,0.2,Optimized sampling,2,True,211,4.62,0.82,4.62,11.75,15.95,32.26,43.3,86.46,29.78,13.02,-10.91,34.95,0.81,1.05,14.68,17.89,22.04,2.19,0.71,0.6,-35.62,-9.09,-16.11,-35.62,Equity,ETF,,"gettex, London"
IE00BZ0PKS76,A14YN9,IBCY,29338410,iShares STOXX USA Equity Multifactor UCITS ETF USD (Acc),2015-09-04,3440,9.424657534246576,Long-only,Ireland,USD,False,True,Accumulating,0.2,Optimized sampling,66,True,211,4.71,0.85,4.71,11.86,15.92,32.42,43.28,86.22,29.74,13.0,-10.86,34.74,,,14.71,17.79,21.99,2.2,0.72,0.6,-35.67,-8.95,-16.12,-35.67,Equity,ETF,,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
LU2263803533,DBX0RG,XWD1,110098429,Xtrackers MSCI World Swap UCITS ETF 1D,2021-03-03,1433,3.926027397260274,Long-only,Luxembourg,USD,False,False,Distributing,0.19,Swap based Unfunded,2186,False,,4.46,1.2,4.46,11.49,13.71,28.08,43.24,,26.54,19.68,-12.93,,1.49,1.86,12.61,15.26,,2.22,0.83,,-16.95,-8.78,-15.05,,Equity,ETF,World,"gettex, XETRA, London"
LU1681042948,A2H57E,XAMX,38785001,Amundi PEA MSCI USA ESG Leaders UCITS ETF USD,2010-06-17,5345,14.643835616438356,Long-only,Luxembourg,USD,False,False,Accumulating,0.35,Full replication,191,True,,4.27,0.89,4.27,11.65,14.04,27.63,43.17,104.25,26.62,21.95,-14.85,37.14,,,15.01,18.59,22.15,1.84,0.68,0.69,-34.05,-8.66,-16.85,-34.05,Equity,ETF,,"gettex, London, Euronext Paris, SIX Swiss Exchange"
FR0012399772,LYX0T9,NK4B,26422736,Amundi EURO STOXX 50 II UCITS ETF GBP Hedged Acc,2015-01-30,3657,10.01917808219178,Long-only,France,GBP,True,False,Accumulating,0.2,Full replication,53,False,52,7.31,2.13,7.31,10.41,10.84,21.4,43.17,75.43,18.55,26.97,-12.87,32.99,,,14.55,18.35,22.84,1.47,0.69,0.52,-45.06,-11.27,-25.1,-45.06,Equity,ETF,Europe,"gettex, London"
IE00B53L4350,A0YEDK,SXRU,10737611,iShares Dow Jones Industrial Average UCITS ETF (Acc),2010-01-26,5487,15.032876712328767,Long-only,Ireland,USD,False,True,Accumulating,0.33,Full replication,1464,False,31,5.51,1.81,5.51,12.84,15.16,24.21,43.01,81.47,21.55,11.41,-1.72,30.21,,,13.62,15.86,21.35,1.77,0.8,0.59,-36.48,-6.43,-12.35,-36.48,Equity,ETF,,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange"
LU1184092051,DBX0PW,XEOU,27165551,Xtrackers MSCI Europe UCITS ETF 2C USD hedged,2015-02-27,3629,9.942465753424658,Long-only,Luxembourg,USD,True,True,Accumulating,0.3,Full replication,252,False,412,7.17,2.52,7.17,12.48,10.0,21.04,43.01,69.64,16.74,12.92,-0.32,33.98,,,11.59,13.47,17.23,1.81,0.94,0.65,-34.84,-8.31,-9.31,-34.84,Equity,ETF,Europe,"gettex, London, SIX Swiss Exchange"
LU1971906802,A2PGD1,UET5,47125313,UBS ETF (LU) Euro Stoxx 50 ESG UCITS ETF (EUR) A-dis,2019-07-25,2020,5.534246575342466,Long-only,Luxembourg,EUR,False,False,Distributing,0.1,Full replication,1236,True,50,8.08,1.53,8.08,9.73,8.61,19.02,42.97,82.66,13.42,25.58,-9.46,27.3,2.53,2.94,13.09,16.81,19.91,1.45,0.75,0.64,-35.8,-9.31,-20.53,-35.8,Equity,ETF,Europe,"gettex, XETRA, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00B60SX394,A0RGCS,SC0J,10128224,Invesco MSCI World UCITS ETF Acc,2009-04-02,5786,15.852054794520548,Long-only,Ireland,USD,False,False,Accumulating,0.19,Swap based Unfunded,5998,False,,4.44,1.17,4.44,11.46,13.63,27.86,42.93,90.99,26.32,19.66,-12.96,32.12,,,12.53,15.26,18.49,2.22,0.83,0.75,-33.86,-8.75,-15.03,-33.86,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BK1PV551,A1XEY2,XDWL,25004349,Xtrackers MSCI World UCITS ETF 1D,2015-02-23,3633,9.953424657534246,Long-only,Ireland,USD,False,True,Distributing,0.12,Optimized sampling,3820,False,1454,4.49,1.21,4.49,11.49,13.67,27.92,42.92,90.81,26.31,19.7,-13.01,32.03,1.58,1.96,12.56,15.96,18.78,2.22,0.79,0.73,-33.83,-8.75,-15.03,-33.83,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange"
LU2572257124,ETF018,AHYQ,124831396,Amundi MSCI World III UCITS ETF Dist,2008-11-27,5912,16.197260273972603,Long-only,Luxembourg,USD,False,False,Distributing,0.2,Swap based Unfunded,5175,False,,4.43,1.16,4.43,11.45,13.62,27.88,42.85,90.91,26.38,19.67,-13.11,32.58,1.66,2.07,13.06,15.42,19.6,2.13,0.82,0.7,-37.75,-8.76,-15.08,-37.75,Equity,ETF,World,"gettex, XETRA"
IE00BQQP9G91,A12CCM,G2XJ,26419210,VanEck Junior Gold Miners UCITS,2015-03-25,3603,9.871232876712329,Long-only,Ireland,USD,False,False,Accumulating,0.55,Full replication,496,False,80,14.75,3.51,14.75,1.82,14.35,54.04,42.76,35.04,22.23,4.16,-9.38,-14.91,,,29.39,30.72,35.82,1.83,0.41,0.17,-48.82,-18.38,-41.58,-47.94,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00B4L5Y983,A0RPWH,EUNL,10608388,iShares Core MSCI World UCITS ETF USD (Acc),2009-09-25,5610,15.36986301369863,Long-only,Ireland,USD,False,True,Accumulating,0.2,Optimized sampling,93015,False,1396,4.47,1.2,4.47,11.45,13.59,27.82,42.72,90.48,26.24,19.55,-12.96,32.1,,,12.53,15.23,18.45,2.21,0.83,0.74,-33.91,-8.75,-15.01,-33.91,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00BJ0KDQ92,A1XB5U,XDWD,24869934,Xtrackers MSCI World UCITS ETF 1C,2014-07-22,3849,10.545205479452054,Long-only,Ireland,USD,False,True,Accumulating,0.19,Optimized sampling,14261,False,1454,4.48,1.21,4.48,11.47,13.61,27.82,42.69,90.46,26.23,19.61,-13.03,32.04,,,12.56,15.22,18.41,2.21,0.83,0.75,-33.83,-8.74,-15.05,-33.83,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BJXRZJ40,A2PX6V,RCRS,52634782,Rize Cybersecurity and Data Privacy UCITS ETF,2020-02-12,1818,4.980821917808219,Long-only,Ireland,USD,False,False,Accumulating,0.45,Full replication,113,True,30,9.16,4.96,9.16,23.68,25.89,23.32,42.66,,16.72,39.79,-28.14,13.77,,,21.78,25.61,,1.07,0.49,,-35.89,-16.62,-30.66,,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00BMW42520,A2QBZ6,ESIN,56747527,iShares MSCI Europe Industrials Sector UCITS ETF EUR (Acc),2021-05-14,1361,3.728767123287671,Long-only,Ireland,EUR,False,False,Accumulating,0.18,Full replication,465,False,87,6.88,0.0,6.88,8.59,9.22,21.9,42.64,,14.99,27.25,-16.9,,,,13.82,17.53,,1.58,0.72,,-29.16,-9.57,-22.51,,Equity,ETF,Europe,"gettex, XETRA, London"
IE00B7KQ7B66,A1JVCA,UBU7,18163057,UBS ETF (IE) MSCI World UCITS ETF (USD) A-dis,2012-04-11,4681,12.824657534246576,Long-only,Ireland,USD,False,True,Distributing,0.1,Full replication,454,False,1395,4.52,1.23,4.52,11.54,13.74,28.03,42.55,89.61,26.41,19.49,-13.2,31.76,0.76,0.96,12.6,15.28,18.37,2.22,0.82,0.74,-33.84,-8.74,-15.12,-33.84,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Euronext Amsterdam"
LU1681043599,A2H59Q,AMEW,38784696,Amundi MSCI World UCITS ETF EUR (C),2009-06-16,5711,15.646575342465754,Long-only,Luxembourg,EUR,False,False,Accumulating,0.38,Swap based Unfunded,4739,False,,4.11,1.65,4.11,11.11,13.4,27.81,42.5,89.21,26.33,19.46,-12.87,30.94,,,12.19,14.1,17.64,2.27,0.89,0.77,-33.77,-9.05,-15.12,-33.77,Equity,ETF,World,"gettex, XETRA, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BD4TXV59,A2PK5J,UETW,48098049,UBS ETF (IE) MSCI World UCITS ETF (USD) A-acc,2019-06-07,2068,5.6657534246575345,Long-only,Ireland,USD,False,True,Accumulating,0.1,Full replication,1631,False,1395,4.47,1.2,4.47,11.51,13.69,28.02,42.5,89.57,26.43,19.47,-13.2,31.78,,,12.58,15.28,18.36,2.22,0.82,0.74,-33.88,-8.74,-15.12,-33.88,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
IE00BL25JL35,A1103D,XDEQ,25279522,Xtrackers MSCI World Quality Factor UCITS ETF 1C,2014-09-11,3798,10.405479452054795,Long-only,Ireland,USD,False,True,Accumulating,0.25,Optimized sampling,2219,False,299,4.11,1.56,4.11,8.92,10.34,24.73,42.4,87.1,24.14,21.43,-14.18,33.61,,,12.66,15.69,18.44,1.95,0.8,0.72,-32.57,-8.26,-15.45,-32.57,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00B4X9L533,A1C9KK,H4ZJ,12015245,HSBC MSCI World UCITS ETF USD,2010-12-08,5171,14.167123287671233,Long-only,Ireland,USD,False,True,Distributing,0.15,Optimized sampling,10923,False,1354,4.16,0.87,4.16,11.11,13.24,27.37,42.39,91.13,26.22,19.81,-13.03,32.31,1.07,1.34,13.57,15.57,18.59,2.01,0.8,0.74,-33.78,-8.79,-15.1,-33.78,Equity,ETF,World,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BDGV0415,A2JSD1,USUE,43793149,UBS ETF (IE) MSCI USA Select Factor Mix UCITS ETF (USD) A-acc,2018-10-16,2302,6.306849315068493,Long-only,Ireland,USD,False,True,Accumulating,0.25,Optimized sampling,86,False,1919,4.88,1.51,4.88,10.47,13.28,28.15,42.34,89.84,25.85,12.22,-8.11,34.27,,,13.61,16.89,21.43,2.06,0.74,0.64,-35.53,-6.71,-14.12,-35.53,Equity,ETF,,"gettex, XETRA, SIX Swiss Exchange"
IE00BKWQ0J47,A1191T,SPYQ,24767393,SPDR MSCI Europe Industrials UCITS ETF,2014-12-05,3713,10.172602739726027,Long-only,Ireland,EUR,False,True,Accumulating,0.18,Full replication,474,False,87,6.73,-0.06,6.73,8.45,9.07,21.78,42.33,74.77,15.03,27.24,-16.71,29.08,,,13.65,17.41,21.45,1.59,0.72,0.55,-41.27,-9.48,-22.6,-41.27,Equity,ETF,Europe,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
DE000ETFL508,ETFL50,ELFW,43626772,Deka MSCI World UCITS ETF Distribution,2018-09-04,2344,6.421917808219178,Long-only,Germany,EUR,False,False,Distributing,0.31,Full replication,3448,False,1387,4.39,1.66,4.39,11.18,13.5,27.86,42.27,88.28,26.09,19.5,-13.58,31.47,1.0,1.25,11.75,13.95,17.45,2.36,0.89,0.77,-33.6,-9.15,-15.1,-33.6,Equity,ETF,World,"gettex, XETRA, Stuttgart"
LU1781541179,LYX0YD,LCUW,40587053,Amundi MSCI World V UCITS ETF Acc,2018-02-28,2532,6.936986301369863,Long-only,Luxembourg,USD,False,True,Accumulating,0.12,Full replication,6705,False,1396,4.45,1.13,4.45,11.43,13.61,27.67,42.24,89.42,26.15,19.5,-13.19,31.96,,,12.82,16.39,19.01,2.15,0.76,0.72,-33.91,-8.82,-15.2,-33.91,Equity,ETF,World,"gettex, XETRA, London, Euronext Paris, Stuttgart, Borsa Italiana"
IE00BG0J4C88,A2JMGE,L0CK,41860931,iShares Digital Security UCITS ETF USD (Acc),2018-09-07,2341,6.413698630136986,Long-only,Ireland,USD,False,True,Accumulating,0.4,Optimized sampling,1478,True,109,6.44,2.89,6.44,16.62,22.65,27.55,42.24,85.94,23.93,27.87,-24.17,25.91,,,19.03,20.27,20.83,1.44,0.61,0.63,-32.7,-11.18,-20.18,-32.7,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00BDGV0308,A2DND0,UEQE,36006355,UBS ETF (IE) MSCI USA Select Factor Mix UCITS ETF (USD) A-dis,2017-04-27,2839,7.778082191780822,Long-only,Ireland,USD,False,True,Distributing,0.25,Optimized sampling,34,False,1919,4.79,1.43,4.79,10.38,13.22,28.05,42.24,89.66,25.81,12.3,-8.13,34.18,0.53,0.67,13.58,16.84,21.46,2.06,0.74,0.64,-35.58,-6.73,-14.14,-35.58,Equity,ETF,,"gettex, London, SIX Swiss Exchange, Borsa Italiana"
LU0274208692,DBX1MW,DBXW,2825395,Xtrackers MSCI World Swap UCITS ETF 1C,2006-12-19,6621,18.13972602739726,Long-only,Luxembourg,USD,False,False,Accumulating,0.45,Swap based Unfunded,4700,False,,4.42,1.17,4.42,11.4,13.52,27.69,42.17,89.42,26.16,19.44,-13.13,31.91,,,12.58,15.27,18.45,2.19,0.81,0.74,-53.4,-8.76,-15.09,-33.85,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BG0J4841,A2JNYG,IS4S,42231359,iShares Digital Security UCITS ETF USD (Dist),2018-10-29,2289,6.271232876712329,Long-only,Ireland,USD,False,True,Distributing,0.4,Optimized sampling,148,True,109,6.35,2.82,6.35,16.51,22.51,27.49,42.13,86.16,23.88,27.88,-24.07,25.83,0.44,0.55,22.81,21.54,21.65,1.2,0.58,0.61,-32.84,-11.2,-20.27,-32.84,Equity,ETF,World,"gettex, XETRA, London"
IE00BCHWNQ94,A1W3F6,XDWY,40835886,Xtrackers MSCI World ESG Screened UCITS ETF 1D,2018-03-26,2506,6.865753424657535,Long-only,Ireland,USD,False,True,Distributing,0.19,Full replication,95,True,1259,4.58,1.28,4.58,11.97,14.28,28.17,42.13,57.14,26.4,20.49,-14.58,24.47,1.43,1.79,12.9,17.19,18.48,2.18,0.72,0.51,-32.06,-9.1,-15.48,-32.06,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, Borsa Italiana"
JE00B78CGV99,A1N49M,OOEA,,WisdomTree Brent Crude Oil,2012-01-09,4774,13.07945205479452,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,247,False,,3.12,-1.3,3.12,12.12,3.5,10.69,42.08,105.23,15.2,-5.98,48.16,77.44,,,25.26,33.86,40.01,0.42,0.37,0.39,-82.98,-21.58,-33.71,-63.58,Commodities,ETC,,"gettex, XETRA, London, Euronext Paris, Borsa Italiana"
IE00BP3QZ601,A12ATE,IS3Q,25546002,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),2014-10-03,3776,10.345205479452055,Long-only,Ireland,USD,False,True,Accumulating,0.25,Optimized sampling,4037,False,298,4.04,1.48,4.04,8.84,10.24,24.55,42.07,86.47,24.04,21.34,-14.18,33.46,,,12.66,15.65,18.44,1.93,0.79,0.72,-32.56,-8.29,-15.41,-32.56,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BZ02LR44,A2AQST,XZW0,41359963,Xtrackers MSCI World ESG UCITS ETF 1C,2018-04-24,2477,6.786301369863014,Long-only,Ireland,USD,False,False,Accumulating,0.2,Full replication,7323,True,654,3.27,0.05,3.27,9.85,12.18,26.82,42.01,93.38,27.36,22.34,-16.05,36.04,,,14.1,16.15,18.98,1.9,0.77,0.74,-33.63,-9.92,-15.44,-33.63,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BDVPTJ63,A2N6AF,XUFB,44781797,Xtrackers MSCI USA Banks UCITS ETF 1D,2018-12-03,2254,6.175342465753425,Long-only,Ireland,USD,False,True,Distributing,0.12,Full replication,41,False,14,9.92,1.82,9.92,22.28,27.77,54.72,41.98,76.84,46.33,6.26,-14.45,45.42,1.7,2.6,23.36,27.81,35.29,2.33,0.45,0.34,-47.51,-11.92,-35.65,-47.35,Equity,ETF,,"gettex, London"
IE00BYZ28W67,A2H5ET,2B7I,38600293,iShares Core FTSE 100 UCITS ETF USD Hedged (Acc),2017-10-19,2664,7.298630136986302,Long-only,Ireland,USD,True,True,Accumulating,0.2,Full replication,211,False,101,6.25,3.1,6.25,12.67,9.91,23.19,41.93,54.55,16.69,4.75,12.19,28.36,,,14.5,14.21,18.22,1.59,0.87,0.5,-32.31,-6.0,-10.64,-32.31,Equity,ETF,,"gettex, London"
LU1681043672,A2H59R,XAMZ,38784715,Amundi MSCI World UCITS ETF USD (C),2010-06-17,5345,14.643835616438356,Long-only,Luxembourg,USD,False,False,Accumulating,0.38,Swap based Unfunded,90,False,,4.51,1.26,4.51,11.44,13.54,27.59,41.9,88.81,25.96,19.35,-13.17,31.85,,,13.01,15.42,18.5,2.11,0.8,0.73,-33.87,-8.75,-15.1,-33.87,Equity,ETF,World,"gettex, London, Euronext Paris, SIX Swiss Exchange"
IE00BJXT3B87,A2PZBC,4UBK,52347035,UBS ETF (IE) MSCI USA Socially Responsible UCITS ETF (USD) A-dis,2020-04-30,1740,4.767123287671233,Long-only,Ireland,USD,False,False,Distributing,0.19,Full replication,453,True,190,3.36,0.1,3.36,11.39,13.38,26.95,41.86,,26.5,27.14,-20.54,41.16,0.44,0.55,15.64,19.74,,1.72,0.63,,-23.4,-9.21,-18.37,,Equity,ETF,,"gettex, XETRA, London, SIX Swiss Exchange"
IE00BJXT3C94,A2PZBD,4UBI,52347036,UBS ETF (IE) MSCI USA Socially Responsible UCITS ETF (USD) A-acc,2020-04-30,1740,4.767123287671233,Long-only,Ireland,USD,False,False,Accumulating,0.19,Full replication,1000,True,190,3.23,0.05,3.23,11.3,13.27,26.84,41.83,,26.52,27.07,-20.47,41.11,,,15.67,19.73,,1.71,0.63,,-23.35,-9.19,-18.34,,Equity,ETF,,"gettex, XETRA, SIX Swiss Exchange, Borsa Italiana"
IE00BK5BQV03,A2PLS9,VGVF,48525862,Vanguard FTSE Developed World UCITS ETF Acc,2019-09-24,1959,5.367123287671233,Long-only,Ireland,USD,False,True,Accumulating,0.12,Optimized sampling,3585,False,2032,4.56,1.25,4.56,11.3,13.16,27.22,41.78,88.44,25.35,19.54,-12.98,31.08,,,22.43,18.4,19.88,1.21,0.67,0.68,-33.81,-12.02,-14.78,-33.81,Equity,ETF,World,"gettex, XETRA, London, Borsa Italiana"
IE00BKX55T58,A12CX1,VGVE,25116456,Vanguard FTSE Developed World UCITS ETF Distributing,2014-09-30,3779,10.353424657534246,Long-only,Ireland,USD,False,True,Distributing,0.12,Optimized sampling,3320,False,2032,4.51,1.2,4.51,11.27,13.13,27.18,41.74,88.37,25.38,19.52,-12.98,31.1,1.4,1.74,12.46,14.97,18.07,2.17,0.82,0.75,-33.81,-8.76,-14.79,-33.81,Equity,ETF,World,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
LU1221102491,DBX0P0,XDCH,30841180,Xtrackers DAX ESG Screened UCITS ETF 4C CHF Hedged,2016-01-13,3309,9.065753424657535,Long-only,Luxembourg,CHF,True,True,Accumulating,0.19,Full replication,12,True,32,7.54,2.03,7.26,7.91,15.98,20.61,41.62,66.29,12.42,24.45,-9.54,20.59,,,11.29,15.92,19.79,1.82,0.77,0.54,-38.1,-4.34,-17.48,-38.1,Equity,ETF,,"gettex, SIX Swiss Exchange"
LU0340285161,A0NCFR,UIM7,3726774,UBS ETF (LU) MSCI World UCITS ETF (USD) A-dis,2008-06-25,6067,16.621917808219177,Long-only,Luxembourg,USD,False,True,Distributing,0.3,Full replication,1368,False,1393,4.48,1.22,4.48,11.43,13.51,27.53,41.61,88.05,25.92,19.28,-13.24,31.75,0.62,0.78,12.6,15.3,18.5,2.18,0.8,0.73,-39.19,-8.75,-15.08,-33.89,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00B0M62Q58,A0HGV0,IQQW,2308773,iShares MSCI World UCITS ETF (Dist),2005-10-28,7038,19.28219178082192,Long-only,Ireland,USD,False,True,Distributing,0.5,Optimized sampling,7404,False,1394,4.4,1.15,4.4,11.36,13.43,27.46,41.5,87.73,25.93,19.24,-13.24,31.63,1.0,1.25,12.58,15.24,18.43,2.18,0.8,0.73,-52.75,-8.77,-15.06,-33.83,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00BGV5VR99,A2N6LL,XMOV,45580440,Xtrackers Future Mobility UCITS ETF 1C,2019-01-29,2197,6.019178082191781,Long-only,Ireland,USD,False,True,Accumulating,0.35,Full replication,136,True,62,4.25,2.05,4.25,13.05,10.23,23.38,41.43,100.39,21.69,45.22,-25.35,22.74,,,18.59,18.12,19.32,1.25,0.68,0.77,-35.6,-19.82,-24.89,-35.0,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
IE00B5MTYK77,A0RPR5,SC02,10407892,Invesco European Financials Sector UCITS ETF,2009-07-07,5690,15.58904109589041,Long-only,Ireland,EUR,False,False,Accumulating,0.2,Swap based Unfunded,6,False,,9.45,2.05,9.45,15.11,18.35,30.71,41.4,74.82,19.99,28.28,-20.9,24.73,,,13.46,19.23,22.32,2.27,0.64,0.53,-43.04,-7.26,-25.55,-43.04,Equity,ETF,Europe,"gettex, XETRA, Stuttgart"
IE00B23D8S39,A0M2EA,6PSA,3550169,Invesco FTSE RAFI US 1000 UCITS ETF,2007-11-12,6293,17.24109589041096,Long-only,Ireland,USD,False,False,Distributing,0.39,Full replication,438,False,1003,5.08,1.38,5.08,10.59,12.39,26.49,41.37,97.36,23.71,11.19,-2.27,41.52,1.37,1.69,13.07,16.32,21.85,2.02,0.75,0.67,-52.17,-6.94,-14.33,-37.8,Equity,ETF,,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
LU1280300770,A14YT2,EUSRU,29373451,UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to USD) A-acc,2016-06-06,3164,8.668493150684931,Long-only,Luxembourg,USD,True,False,Accumulating,0.23,Full replication,11,True,73,4.33,,4.89,9.62,14.71,24.83,41.2,56.41,22.49,12.52,-8.44,32.8,,,12.16,15.56,19.23,2.04,0.78,0.49,-37.74,-8.75,-13.53,-37.74,Equity,ETF,Europe,SIX Swiss Exchange
IE000UOXRAM8,A3C6Z0,IGDA,114745447,Invesco Dow Jones Islamic Global Developed Markets UCITS ETF Acc,2022-01-07,1123,3.0767123287671234,Long-only,Ireland,USD,False,False,Accumulating,0.4,Full replication,873,False,1578,4.36,1.11,4.36,11.7,12.61,27.17,41.04,,25.68,24.48,,,,,14.42,17.29,,1.88,0.7,,-19.02,-10.51,-17.69,,Equity,ETF,World,"London, SIX Swiss Exchange"
